         4367970 function calls (4302457 primitive calls) in 316.216 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 client.py:1478(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1485(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1490(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:237(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:772(HTTPConnection)
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
       61    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       61    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      138    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 collate.py:1(<module>)
      294    0.026    0.000   87.162    0.296 collate.py:160(<dictcomp>)
     1470    0.015    0.000    0.026    0.000 collate.py:160(<listcomp>)
 1764/294    0.031    0.000   87.174    0.297 collate.py:84(default_collate)
        2    0.000    0.000    0.001    0.000 combinatorics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combinatorics.py:113(set_shuffle)
        1    0.000    0.000    0.000    0.000 combinatorics.py:117(set_seed)
     4731    0.040    0.000   46.542    0.010 combinatorics.py:120(__iter__)
        1    0.000    0.000    0.000    0.000 combinatorics.py:13(ShufflerMapDataPipe)
        2    0.000    0.000    0.000    0.000 combinatorics.py:138(__len__)
        1    0.000    0.000    0.000    0.000 combinatorics.py:143(reset)
        3    0.000    0.000    0.000    0.000 combinatorics.py:148(__getstate__)
        1    0.000    0.000    0.000    0.000 combinatorics.py:17(SamplerIterDataPipe)
        1    0.000    0.000    0.000    0.000 combinatorics.py:54(ShufflerIterDataPipe)
        1    0.000    0.000    0.000    0.000 combinatorics.py:93(__init__)
        2    0.000    0.000    0.001    0.001 combining.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combining.py:10(ConcaterMapDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:148(MapKeyZipperIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:17(IterKeyZipperIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:190(_ChildDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:21(ConcaterIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:264(DemultiplexerIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:312(_DemultiplexerIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:416(MultiplexerIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:486(ZipperIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:59(ZipperMapDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:66(ForkerIterDataPipe)
        1    0.000    0.000    0.000    0.000 combining.py:7(<module>)
        1    0.000    0.000    0.000    0.000 combining.py:96(_ForkerIterDataPipe)
        1    0.000    0.000    0.001    0.001 comm.py:1(<module>)
        2    0.000    0.000    0.004    0.002 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:176(StreamWrapper)
        2    0.000    0.000    0.000    0.000 common.py:19(_check_lambda_fn)
        1    0.000    0.000    0.000    0.000 common.py:7(<module>)
        1    0.000    0.000    0.002    0.002 common_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 commontypes.py:1(<module>)
       38    0.000    0.000    0.000    0.000 commontypes.py:25(resolve_common_type)
        1    0.000    0.000    0.021    0.021 compat.py:3(<module>)
        1    0.000    0.000    0.017    0.017 compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compression.py:106(SnappyFile)
        6    0.000    0.000    0.000    0.000 compression.py:18(register_compression)
        1    0.000    0.000    0.000    0.000 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:10(set_conf_env)
        1    0.000    0.000    0.000    0.000 config.py:32(set_conf_files)
        1    0.000    0.000    0.003    0.003 configparser.py:1(<module>)
      346    0.000    0.000    0.000    0.000 configparser.py:1020(<dictcomp>)
      200    0.001    0.000    0.001    0.000 configparser.py:1115(_join_multiline_values)
      219    0.000    0.000    0.000    0.000 configparser.py:1139(_unify_values)
      270    0.000    0.000    0.000    0.000 configparser.py:1187(converters)
        1    0.000    0.000    0.000    0.000 configparser.py:1192(ConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1224(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1237(SectionProxy)
      270    0.001    0.000    0.002    0.000 configparser.py:1240(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:1307(ConverterMapping)
      200    0.004    0.000    0.015    0.000 configparser.py:1317(__init__)
      270    0.000    0.000    0.000    0.000 configparser.py:1359(__iter__)
        1    0.000    0.000    0.000    0.000 configparser.py:168(Error)
        1    0.000    0.000    0.000    0.000 configparser.py:181(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:190(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:216(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:243(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:254(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:264(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:276(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:284(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:340(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:360(Interpolation)
      219    0.000    0.000    0.000    0.000 configparser.py:369(before_read)
        1    0.000    0.000    0.000    0.000 configparser.py:376(BasicInterpolation)
      219    0.000    0.000    0.001    0.000 configparser.py:393(before_get)
      219    0.000    0.000    0.001    0.000 configparser.py:406(_interpolate_some)
        1    0.000    0.000    0.000    0.000 configparser.py:448(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:522(LegacyInterpolation)
        1    0.000    0.000    0.002    0.002 configparser.py:560(RawConfigParser)
      200    0.002    0.000    0.022    0.000 configparser.py:601(__init__)
      400    0.000    0.000    0.001    0.000 configparser.py:618(<genexpr>)
      200    0.000    0.000    0.000    0.000 configparser.py:644(sections)
      200    0.000    0.000    0.005    0.000 configparser.py:705(read_file)
      200    0.000    0.000    0.006    0.000 configparser.py:720(read_string)
      219    0.000    0.000    0.001    0.000 configparser.py:765(get)
       70    0.000    0.000    0.002    0.000 configparser.py:831(items)
      219    0.000    0.000    0.001    0.000 configparser.py:855(<lambda>)
       70    0.000    0.000    0.002    0.000 configparser.py:859(<listcomp>)
      200    0.002    0.000    0.005    0.000 configparser.py:993(_read)
        2    0.000    0.000    0.062    0.031 connection.py:1(<module>)
        1    0.000    0.000    0.005    0.005 connection.py:10(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        1    0.000    0.000    0.000    0.000 connection.py:281(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 connection.py:432(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:557(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:579(SocketListener)
        1    0.000    0.000    0.000    0.000 connection.py:76(HTTPConnection)
        1    0.000    0.000    0.000    0.000 connection.py:765(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:787(XmlListener)
        1    0.000    0.000    0.073    0.073 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:105(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:61(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:895(HTTPSConnectionPool)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
       99    0.000    0.000    0.000    0.000 constant.py:60(<lambda>)
        4    0.000    0.000    0.001    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 constants.py:42(LockFlags)
        1    0.000    0.000    0.001    0.001 constraint_registry.py:1(<module>)
       27    0.000    0.000    0.000    0.000 constraint_registry.py:106(<lambda>)
        1    0.000    0.000    0.000    0.000 constraint_registry.py:79(ConstraintRegistry)
        2    0.000    0.000    0.000    0.000 constraint_registry.py:83(__init__)
       54    0.000    0.000    0.000    0.000 constraint_registry.py:87(register)
        1    0.000    0.000    0.000    0.000 constraints.py:1(<module>)
        3    0.000    0.000    0.000    0.000 constraints.py:109(__init__)
        2    0.000    0.000    0.000    0.000 constraints.py:126(__call__)
        1    0.000    0.000    0.000    0.000 constraints.py:146(_DependentProperty)
       36    0.000    0.000    0.000    0.000 constraints.py:170(__init__)
       14    0.000    0.000    0.000    0.000 constraints.py:175(__call__)
        1    0.000    0.000    0.000    0.000 constraints.py:186(_IndependentConstraint)
        5    0.000    0.000    0.000    0.000 constraints.py:192(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:222(_Boolean)
        1    0.000    0.000    0.000    0.000 constraints.py:232(_OneHot)
        1    0.000    0.000    0.000    0.000 constraints.py:245(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 constraints.py:265(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 constraints.py:284(_IntegerGreaterThan)
        2    0.000    0.000    0.000    0.000 constraints.py:290(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:303(_Real)
        1    0.000    0.000    0.000    0.000 constraints.py:311(_GreaterThan)
        2    0.000    0.000    0.000    0.000 constraints.py:315(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:328(_GreaterThanEq)
        2    0.000    0.000    0.000    0.000 constraints.py:332(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:345(_LessThan)
        1    0.000    0.000    0.000    0.000 constraints.py:362(_Interval)
        2    0.000    0.000    0.000    0.000 constraints.py:366(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:380(_HalfOpenInterval)
        1    0.000    0.000    0.000    0.000 constraints.py:384(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:398(_Simplex)
        1    0.000    0.000    0.000    0.000 constraints.py:409(_Multinomial)
        1    0.000    0.000    0.000    0.000 constraints.py:427(_LowerTriangular)
        1    0.000    0.000    0.000    0.000 constraints.py:438(_LowerCholesky)
        1    0.000    0.000    0.000    0.000 constraints.py:452(_CorrCholesky)
        1    0.000    0.000    0.000    0.000 constraints.py:466(_Square)
        1    0.000    0.000    0.000    0.000 constraints.py:481(_Symmetric)
        1    0.000    0.000    0.000    0.000 constraints.py:493(_PositiveSemidefinite)
        1    0.000    0.000    0.000    0.000 constraints.py:504(_PositiveDefinite)
        1    0.000    0.000    0.000    0.000 constraints.py:515(_Cat)
        1    0.000    0.000    0.000    0.000 constraints.py:550(_Stack)
        1    0.000    0.000    0.000    0.000 constraints.py:68(Constraint)
        1    0.000    0.000    0.000    0.000 constraints.py:96(_Dependent)
        1    0.000    0.000    0.001    0.001 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:152(ModuleList)
        1    0.000    0.000    0.000    0.000 container.py:16(Container)
        1    0.000    0.000    0.000    0.000 container.py:27(Sequential)
        1    0.000    0.000    0.000    0.000 container.py:273(ModuleDict)
        1    0.000    0.000    0.000    0.000 container.py:417(ParameterList)
        1    0.000    0.000    0.000    0.000 container.py:549(ParameterDict)
        1    0.000    0.000    0.007    0.007 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:233(get_context)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.001    0.001 context.py:70(RLock)
        1    0.000    0.000    0.000    0.000 contextlib.py:108(__enter__)
       37    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
      208    0.000    0.000    0.000    0.000 contextlib.py:353(__init__)
      208    0.000    0.000    0.000    0.000 contextlib.py:356(__enter__)
      208    0.000    0.000    0.000    0.000 contextlib.py:359(__exit__)
        4    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        4    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        2    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
        4    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 contextlib.py:479(__enter__)
        2    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
    24450    0.018    0.000    0.018    0.000 contextlib.py:697(__init__)
    24450    0.005    0.000    0.005    0.000 contextlib.py:700(__enter__)
    24450    0.004    0.000    0.004    0.000 contextlib.py:703(__exit__)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        1    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.004    0.004 contextvars.py:1(<module>)
